i0.MultiQueueMigrator.migrationCount 262
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.measuredPauses 860
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.reads 1314
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.writes 860
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.activates 1088
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.precharges 1087
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.actWaits 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.actWaitTotal 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.actWaitAverage -nan
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.averageWriteTime 60
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.measuredWriteTimes 860
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.cancelCountHisto {0: 859}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.bankEnergy 1539.41nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.activeEnergy 88.3456nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.burstEnergy 1451.06nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.bankPower 425385W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.activePower 24412.6W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.burstPower 400973W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.refreshPower 0W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.bandwidth 326.535MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.dataCycles 8696
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.powerCycles 681757
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.utilization 0.0127553
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.reads 1314
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.writes 860
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.activates 1088
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.precharges 1087
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.activeCycles 680120
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.standbyCycles 1637
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.fastExitActiveCycles 2935494
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.fastExitPrechargeCycles 1602
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.actWaits 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.actWaitTotal 6
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.actWaitAverage 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.decoder.migratedAccesses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.subArrayEnergy 1481.57nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.activeEnergy 97.846nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.burstEnergy 1383.73nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.measuredPauses 820
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.reads 1349
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.writes 820
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.activates 1205
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.precharges 1204
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.actWaits 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.actWaitTotal 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.actWaitAverage -nan
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.averageWriteTime 60
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.measuredWriteTimes 820
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.cancelCountHisto {0: 819}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.bankEnergy 1481.57nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.activeEnergy 97.846nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.burstEnergy 1383.73nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.bankPower 409403W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.activePower 27037.8W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.burstPower 382366W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.refreshPower 0W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.bandwidth 325.784MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.dataCycles 8676
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.powerCycles 681757
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.utilization 0.0127259
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.reads 1349
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.writes 820
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.activates 1205
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.precharges 1204
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.activeCycles 680328
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.standbyCycles 1429
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.fastExitActiveCycles 2936467
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.fastExitPrechargeCycles 629
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.actWaits 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.actWaitTotal 6
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.actWaitAverage 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.totalEnergy 73046.8nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.backgroundEnergy 61419.5nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.activateEnergy 728.364nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.burstEnergy 10898.9nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.totalPower 0.00807402W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.backgroundPower 0.00678883W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.activatePower 8.05077e-05W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.burstPower 0.00120468W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.refreshPower 0W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.reads 10350
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.writes 6459
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.activeCycles 681754
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.standbyCycles 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.fastExitActiveCycles 2937053
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.fastExitPrechargeCycles 43
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.slowExitCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.actWaits 71
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.actWaitTotal 71
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.actWaitAverage 1
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.rrdWaits 71
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.rrdWaitTotal 71
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.rrdWaitAverage 1
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.fawWaits 6
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.fawWaitTotal 21
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.fawWaitAverage 3.5
i0.defaultMemory.channel1.FRFCFS.mem_reads 10350
i0.defaultMemory.channel1.FRFCFS.mem_writes 6459
i0.defaultMemory.channel1.FRFCFS.rb_hits 7839
i0.defaultMemory.channel1.FRFCFS.rb_miss 8970
i0.defaultMemory.channel1.FRFCFS.starvation_precharges 599
i0.defaultMemory.channel1.FRFCFS.averageLatency 65.4704
i0.defaultMemory.channel1.FRFCFS.averageQueueLatency 4.15944
i0.defaultMemory.channel1.FRFCFS.averageTotalLatency 69.6298
i0.defaultMemory.channel1.FRFCFS.measuredLatencies 16809
i0.defaultMemory.channel1.FRFCFS.measuredQueueLatencies 16809
i0.defaultMemory.channel1.FRFCFS.measuredTotalLatencies 16809
i0.defaultMemory.channel1.FRFCFS.write_pauses 0
i0.defaultMemory.channel1.FRFCFS.simulation_cycles 3618853
i0.defaultMemory.channel1.FRFCFS.wakeupCount 0
i0.defaultMemory.channel2.FRFCFS.decoder.migratedAccesses 0
i0.defaultMemory.channel2.FRFCFS.channel2.decoder.migratedAccesses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.decoder.migratedAccesses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.decoder.migratedAccesses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.subArrayEnergy 1615.63nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.activeEnergy 110.351nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.burstEnergy 1505.28nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.cancelledWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.pausedWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.measuredPauses 892
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.measuredProgresses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.reads 1502
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.writes 892
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.activates 1359
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.precharges 1358
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.actWaits 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.actWaitTotal 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.actWaitAverage -nan
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.worstCaseWrite 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.num00Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.num01Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.num10Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.num11Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.averageWriteTime 60
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.measuredWriteTimes 892
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.cancelCountHisto {0: 891}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.wpPauseHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.subarray0.wpCancelHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.bankEnergy 1615.63nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.activeEnergy 110.351nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.burstEnergy 1505.28nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.bankPower 446448W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.activePower 30493.3W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.burstPower 415955W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.refreshPower 0W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.bandwidth 330.837MB/s
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.dataCycles 9576
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.powerCycles 740987
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.utilization 0.0129233
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.reads 1502
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.writes 892
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.activates 1359
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.precharges 1358
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.activeCycles 739451
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.standbyCycles 1536
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.fastExitActiveCycles 2877328
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.fastExitPrechargeCycles 538
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.slowExitPrechargeCycles 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.actWaits 3
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.actWaitTotal 6
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.actWaitAverage 2
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.decoder.migratedAccesses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.subArrayEnergy 1710.17nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.activeEnergy 107.265nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.burstEnergy 1602.91nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.cancelledWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.pausedWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.measuredPauses 950
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.measuredProgresses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.reads 1446
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.writes 950
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.activates 1321
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.precharges 1320
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.actWaits 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.actWaitTotal 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.actWaitAverage -nan
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.worstCaseWrite 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.num00Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.num01Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.num10Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.num11Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.averageWriteTime 60
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.measuredWriteTimes 950
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.cancelCountHisto {0: 949}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.wpPauseHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.subarray0.wpCancelHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.bankEnergy 1710.17nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.activeEnergy 107.265nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.burstEnergy 1602.91nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.bankPower 472573W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.activePower 29640.7W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.burstPower 442932W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.refreshPower 0W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.bandwidth 331.113MB/s
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.dataCycles 9584
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.powerCycles 740987
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.utilization 0.0129341
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.reads 1446
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.writes 950
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.activates 1321
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.precharges 1320
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.activeCycles 738396
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.standbyCycles 2591
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.fastExitActiveCycles 2870305
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.fastExitPrechargeCycles 7561
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.slowExitPrechargeCycles 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.actWaits 3
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.actWaitTotal 6
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.actWaitAverage 2
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank1.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.decoder.migratedAccesses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.subArrayEnergy 1631.41nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.activeEnergy 102.637nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.burstEnergy 1528.77nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.cancelledWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.pausedWrites 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.measuredPauses 906
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.measuredProgresses 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.reads 1444
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.writes 906
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.activates 1264
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.precharges 1263
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.actWaits 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.actWaitTotal 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.actWaitAverage -nan
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.worstCaseWrite 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.num00Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.num01Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.num10Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.num11Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank2.subarray0.averageWriteTime 60
