i0.MultiQueueMigrator.migrationCount 262
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.num01Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.num10Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.num11Writes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.averageWriteTime 60
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.measuredWriteTimes 921
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.cancelCountHisto {0: 920}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.wpPauseHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.subarray0.wpCancelHisto {}
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.bankEnergy 1655.87nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.activeEnergy 102.068nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.burstEnergy 1553.81nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.bankPower 457569W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.activePower 28204.6W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.burstPower 429364W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.refreshPower 0W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.bandwidth 306.376MB/s
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.dataCycles 8868
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.powerCycles 740987
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.utilization 0.0119678
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.reads 1296
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.writes 921
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.activates 1257
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.precharges 1256
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.refreshes 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.activeCycles 739629
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.standbyCycles 1358
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.fastExitActiveCycles 2877746
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.fastExitPrechargeCycles 120
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.slowExitPrechargeCycles 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.actWaits 3
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.actWaitTotal 6
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.actWaitAverage 2
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.averageEndurance 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.bank7.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.totalEnergy 79399.8nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.backgroundEnergy 66755.5nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.activateEnergy 788.777nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.burstEnergy 11855.5nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.refreshEnergy 0nJ
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.totalPower 0.00877623W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.backgroundPower 0.00737864W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.activatePower 8.71853e-05W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.burstPower 0.00131041W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.refreshPower 0W
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.reads 11137
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.writes 7026
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.activeCycles 740984
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.standbyCycles 3
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.fastExitActiveCycles 2877823
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.fastExitPrechargeCycles 43
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.slowExitCycles 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.actWaits 84
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.actWaitTotal 84
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.actWaitAverage 1
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.rrdWaits 84
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.rrdWaitTotal 84
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.rrdWaitAverage 1
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.fawWaits 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.fawWaitTotal 0
i0.defaultMemory.channel2.FRFCFS.channel2.rank0.fawWaitAverage -nan
i0.defaultMemory.channel2.FRFCFS.mem_reads 11137
i0.defaultMemory.channel2.FRFCFS.mem_writes 7026
i0.defaultMemory.channel2.FRFCFS.rb_hits 8449
i0.defaultMemory.channel2.FRFCFS.rb_miss 9714
i0.defaultMemory.channel2.FRFCFS.starvation_precharges 628
i0.defaultMemory.channel2.FRFCFS.averageLatency 65.9691
i0.defaultMemory.channel2.FRFCFS.averageQueueLatency 4.17123
i0.defaultMemory.channel2.FRFCFS.averageTotalLatency 70.1403
i0.defaultMemory.channel2.FRFCFS.measuredLatencies 18163
i0.defaultMemory.channel2.FRFCFS.measuredQueueLatencies 18163
i0.defaultMemory.channel2.FRFCFS.measuredTotalLatencies 18163
i0.defaultMemory.channel2.FRFCFS.write_pauses 0
i0.defaultMemory.channel2.FRFCFS.simulation_cycles 3618853
i0.defaultMemory.channel2.FRFCFS.wakeupCount 0
i0.defaultMemory.channel3.FRFCFS.decoder.migratedAccesses 0
i0.defaultMemory.channel3.FRFCFS.channel3.decoder.migratedAccesses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.decoder.migratedAccesses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.decoder.migratedAccesses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.subArrayEnergy 1640.07nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.activeEnergy 111.244nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.burstEnergy 1528.82nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.cancelledWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.pausedWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.measuredPauses 906
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.measuredProgresses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.reads 1476
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.writes 906
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.activates 1370
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.precharges 1369
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.actWaits 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.actWaitTotal 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.actWaitAverage -nan
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.worstCaseWrite 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.num00Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.num01Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.num10Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.num11Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.averageWriteTime 60
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.measuredWriteTimes 906
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.cancelCountHisto {0: 905}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.wpPauseHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.subarray0.wpCancelHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.bankEnergy 1640.07nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.activeEnergy 111.244nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.burstEnergy 1528.82nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.bankPower 453201W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.activePower 30740.1W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.burstPower 422461W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.refreshPower 0W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.bandwidth 340.669MB/s
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.dataCycles 9528
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.powerCycles 715994
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.utilization 0.0133074
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.reads 1476
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.writes 906
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.activates 1370
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.precharges 1369
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.activeCycles 713854
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.standbyCycles 2140
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.fastExitActiveCycles 2902100
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.fastExitPrechargeCycles 759
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.slowExitPrechargeCycles 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.actWaits 1
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.actWaitTotal 1
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.actWaitAverage 1
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.decoder.migratedAccesses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.subArrayEnergy 1581.23nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.activeEnergy 98.0084nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.burstEnergy 1483.22nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.cancelledWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.pausedWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.measuredPauses 879
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.measuredProgresses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.reads 1404
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.writes 879
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.activates 1207
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.precharges 1206
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.actWaits 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.actWaitTotal 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.actWaitAverage -nan
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.worstCaseWrite 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.num00Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.num01Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.num10Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.num11Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.averageWriteTime 60
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.measuredWriteTimes 879
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.cancelCountHisto {0: 878}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.wpPauseHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.subarray0.wpCancelHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.bankEnergy 1581.23nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.activeEnergy 98.0084nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.burstEnergy 1483.22nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.bankPower 436941W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.activePower 27082.7W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.burstPower 409859W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.refreshPower 0W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.bandwidth 326.51MB/s
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.dataCycles 9132
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.powerCycles 715994
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.utilization 0.0127543
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.reads 1404
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.writes 879
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.activates 1207
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.precharges 1206
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.activeCycles 713918
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.standbyCycles 2076
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.fastExitActiveCycles 2901934
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.fastExitPrechargeCycles 925
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.slowExitPrechargeCycles 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.actWaits 3
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.actWaitTotal 6
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.actWaitAverage 2
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank1.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.decoder.migratedAccesses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.subArrayEnergy 1445.59nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.activeEnergy 90.4568nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.burstEnergy 1355.13nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.cancelledWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.pausedWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.measuredPauses 803
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.measuredProgresses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.reads 1378
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.writes 803
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.activates 1114
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.precharges 1113
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.actWaits 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.actWaitTotal 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.actWaitAverage -nan
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.worstCaseWrite 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.num00Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.num01Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.num10Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.num11Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.averageWriteTime 60
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.measuredWriteTimes 803
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.cancelCountHisto {0: 802}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.wpPauseHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.subarray0.wpCancelHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.bankEnergy 1445.59nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.activeEnergy 90.4568nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.burstEnergy 1355.13nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.bankPower 399460W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.activePower 24996W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.burstPower 374464W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.refreshPower 0W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.bandwidth 311.922MB/s
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.dataCycles 8724
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.powerCycles 715994
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.utilization 0.0121845
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.reads 1378
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.writes 803
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.activates 1114
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.precharges 1113
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.activeCycles 714408
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.standbyCycles 1586
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.fastExitActiveCycles 2902497
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.fastExitPrechargeCycles 362
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.slowExitPrechargeCycles 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.actWaits 3
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.actWaitTotal 6
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.actWaitAverage 2
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank2.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.decoder.migratedAccesses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.subArrayEnergy 1438.14nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.activeEnergy 88.1832nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.burstEnergy 1349.95nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.cancelledWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.pausedWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.measuredPauses 800
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.measuredProgresses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.reads 1303
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.writes 800
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.activates 1086
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.precharges 1085
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.actWaits 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.actWaitTotal 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.actWaitAverage -nan
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.worstCaseWrite 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.num00Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.num01Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.num10Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.num11Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.averageWriteTime 60
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.measuredWriteTimes 800
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.cancelCountHisto {0: 799}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.wpPauseHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.subarray0.wpCancelHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.bankEnergy 1438.14nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.activeEnergy 88.1832nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.burstEnergy 1349.95nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.bankPower 397402W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.activePower 24367.7W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.burstPower 373034W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.refreshPower 0W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.bandwidth 300.767MB/s
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.dataCycles 8412
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.powerCycles 715994
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.utilization 0.0117487
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.reads 1303
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.writes 800
